Latitude,Longitude,ObjectID
33.043,94.478,98776
33.043,94.481,145780
33.043,94.484,134577
33.043,94.487,3586
33.043,94.49,45018
33.043,94.493,96989
33.043,94.496,1055
33.043,94.499,61082
33.043,94.502,6995
33.043,94.505,167670
33.043,94.508,82675
33.043,94.511,97759
33.043,94.514,112877
33.043,94.517,160264
33.043,94.52,97465
33.043,94.523,3560
33.043,94.526,8789
33.043,94.529,96592
33.043,94.532,6055
33.043,94.535,46740
33.043,94.538,5650
33.043,94.541,133679
33.043,94.544,68719
33.043,94.547,183931
33.043,94.55,12867
33.043,94.553,16451
33.043,94.556,8843
33.043,94.559,8807
33.043,94.562,6702
33.043,94.565,7615
33.043,94.568,34755
33.043,94.571,164238
33.043,94.574,4984
33.043,94.577,7957
33.043,94.58,71552
33.043,94.583,196000
33.043,94.586,156087
33.043,94.589,26787
33.043,94.592,12938
33.043,94.595,205436
33.043,94.598,83792
33.043,94.601,7590
33.043,94.604,198442
33.043,94.607,4001
33.043,94.61,4670
33.043,94.613,96134
33.043,94.616,131567
33.043,94.619,159919
33.043,94.622,279729
33.043,94.625,48828
33.043,94.628,162074
33.043,94.631,147314
33.043,94.634,147317
33.043,94.637,13798
33.043,94.64,37893
33.043,94.643,96131
33.043,94.646,176906
33.043,94.649,176907
33.043,94.652,176908
33.043,94.655,6494
33.043,94.658,36665
33.043,94.661,36669
33.043,94.664,6763
33.043,94.667,134688
33.043,94.67,7077
33.043,94.673,1986
33.043,94.676,110720
33.043,94.679,110727
33.043,94.682,16182
33.043,94.685,6185
33.043,94.688,6173
33.043,94.691,5916
33.043,94.694,12132
33.043,94.697,8302
33.043,94.7,50242
33.043,94.703,5500
33.043,94.706,7330
33.043,94.709,8794
33.043,94.712,7746
33.043,94.715,5210
33.043,94.718,6398
33.043,94.721,6779
33.043,94.724,7742
33.043,94.727,7223
33.043,94.73,14470
33.043,94.733,7865
33.043,94.736,7863
33.043,94.739,72541
33.043,94.742,168520
33.043,94.745,83835
33.043,94.748,195431
33.043,94.751,176899
33.043,94.754,176897
33.043,94.757,15848
33.043,94.76,68762
33.043,94.763,50911
33.043,94.766,137275
33.043,94.769,678
33.043,94.772,303
33.043,94.775,302
33.043,94.778,80579
33.043,94.781,54829
33.043,94.784,71724
33.043,94.787,60871
33.043,94.79,63526
33.043,94.793,63208
33.043,94.796,65473
33.043,94.799,201964
33.043,94.802,7867
33.043,94.805,7948
33.043,94.808,8318
33.043,94.811,192744
33.043,94.814,37231
33.043,94.817,6617
33.043,94.82,60244
33.043,94.823,200443
33.043,94.826,200438
33.043,94.829,192650
33.043,94.832,133794
33.043,94.835,113956
33.043,94.838,36462
33.043,94.841,142275
33.043,94.844,8769
33.043,94.847,162387
33.043,94.85,181033
33.043,94.853,86930
33.043,94.856,41846
33.043,94.859,29476
33.043,94.862,202433
33.043,94.865,273148
33.043,94.868,45498
33.043,94.871,100101
33.043,94.874,125598
33.043,94.877,222133
33.043,94.88,146994
33.043,94.883,166246
33.043,94.886,5703
33.043,94.889,52526
33.043,94.892,19852
33.043,94.895,174156
33.043,94.898,162411
33.043,94.901,220167
33.043,94.904,125609
33.043,94.907,187729
33.043,94.91,141796
33.043,94.913,147082
33.043,94.916,147158
33.043,94.919,14368
33.043,94.922,165967
33.043,94.925,27232
33.043,94.928,84534
33.043,94.931,45051
33.043,94.934,101674
33.043,94.937,7632
33.043,94.94,72697
33.043,94.943,29286
33.043,94.946,127858
33.043,94.949,19725
33.043,94.952,8981
33.043,94.955,3162
33.043,94.958,60681
33.043,94.961,42987
33.043,94.964,39218
33.043,94.967,62638
33.043,94.97,147562
33.043,94.973,95343
33.043,94.976,1839
33.043,94.979,39093
33.043,94.982,79355
33.043,94.985,29519
33.043,94.988,42375
33.046,94.001,284
33.046,94.004,285
33.046,94.007,41170
33.046,94.01,52531
33.046,94.013,73029
33.046,94.016,200436
33.046,94.019,84618
33.046,94.022,155798
33.046,94.025,273139
33.046,94.028,8344
33.046,94.031,187093
33.046,94.034,65766
33.046,94.037,105015
33.046,94.04,105017
33.046,94.043,60798
33.046,94.046,186217
33.046,94.049,192652
33.046,94.052,147080
33.046,94.055,52538
33.046,94.058,147083
33.046,94.061,18864
33.046,94.064,120315
33.046,94.067,273447
33.046,94.07,8339
33.046,94.073,128398
33.046,94.076,171975
33.046,94.079,98543
33.046,94.082,84627
33.046,94.085,66381
33.046,94.088,73074
33.046,94.091,14376
33.046,94.094,6924
33.046,94.097,7153
33.046,94.1,79440
33.046,94.103,70541
33.046,94.106,73512
33.046,94.109,200439
33.046,94.112,36622
33.046,94.115,202434
33.046,94.118,127338
33.046,94.121,52535
33.046,94.124,95593
33.046,94.127,95594
33.046,94.13,284645
33.046,94.133,97485
33.046,94.136,64929
33.046,94.139,173335
33.046,94.142,198558
33.046,94.145,52489
33.046,94.148,39922
33.046,94.151,198602
33.046,94.154,78924
33.046,94.157,60942
33.046,94.16,130629
33.046,94.163,47427
33.046,94.166,194246
33.046,94.169,7199
33.046,94.172,219299
33.046,94.175,164441
33.046,94.178,46340
33.046,94.181,67287
33.046,94.184,6061
33.046,94.187,71021
33.046,94.19,54645
33.046,94.193,84133
33.046,94.196,155898
33.046,94.199,83529
33.046,94.202,119600
33.046,94.205,194466
33.046,94.208,129073
33.046,94.211,192638
33.046,94.214,46619
33.046,94.217,33082
33.046,94.22,76664
33.046,94.223,4731
33.046,94.226,120027
33.046,94.229,62837
33.046,94.232,79880
33.046,94.235,78459
33.046,94.238,44077
33.046,94.241,140992
33.046,94.244,63927
33.046,94.247,81476
33.046,94.25,72483
33.046,94.253,79586
33.046,94.256,5843
33.046,94.259,169999
33.046,94.262,55976
33.046,94.265,64568
33.046,94.268,105395
33.046,94.271,1832
33.046,94.274,50381
33.046,94.277,150980
33.046,94.28,53361
33.046,94.283,78656
33.046,94.286,49545
33.046,94.289,54305
33.046,94.292,118217
33.046,94.295,82437
33.046,94.298,34615
33.046,94.301,58694
33.046,94.304,46965
33.046,94.307,11655
33.046,94.31,129214
33.046,94.313,76430
33.046,94.316,138623
33.046,94.319,87284
33.046,94.322,81491
33.046,94.325,36224
33.046,94.328,166175
33.046,94.331,4758
33.046,94.334,100275
33.046,94.337,172482
33.046,94.34,4130
33.046,94.343,74516
33.046,94.346,191081
33.046,94.349,163557
33.046,94.352,97377
33.046,94.355,1022
33.046,94.358,98238
33.046,94.361,4294
33.046,94.364,68307
33.046,94.367,1552
33.046,94.37,77333
33.046,94.373,97466
33.046,94.376,33153
33.046,94.379,70813
33.046,94.382,33572
33.046,94.385,60437
33.046,94.388,215683
33.046,94.391,78195
33.046,94.394,78197
33.046,94.397,78198
33.046,94.4,78200
33.046,94.403,78201
33.046,94.406,78202
33.046,94.409,78203
33.046,94.412,78204
33.046,94.415,94050
33.046,94.418,79207
33.046,94.421,67947
33.046,94.424,37116
33.046,94.427,15896
33.046,94.43,96881
33.046,94.433,68969
33.046,94.436,35813
33.046,94.439,50573
33.046,94.442,75887
33.046,94.445,77771
33.046,94.448,77772
33.046,94.451,97487
33.046,94.454,79375
33.046,94.457,67127
33.046,94.46,143477
33.046,94.463,68930
33.046,94.466,68956
33.046,94.469,60430
33.046,94.472,33777
33.046,94.475,73284
33.046,94.478,73409
33.046,94.481,37572
33.046,94.484,38603
33.046,94.487,75862
33.046,94.49,80030
33.046,94.493,26602
33.046,94.496,73375
33.046,94.499,33218
33.046,94.502,74511
33.046,94.505,79602
33.046,94.508,133624
33.046,94.511,26605
33.046,94.514,79434
33.046,94.517,78727
33.046,94.52,182753
33.046,94.523,79174
33.046,94.526,45731
33.046,94.529,75781
33.046,94.532,75157
33.046,94.535,218930
33.046,94.538,94641
33.046,94.541,140810
33.046,94.544,195148
33.046,94.547,176911
33.046,94.55,176888
33.046,94.553,176887
33.046,94.556,176896
33.046,94.559,176895
33.046,94.562,176909
33.046,94.565,96242
33.046,94.568,8274
33.046,94.571,174154
33.046,94.574,136041
33.046,94.577,95557
33.046,94.58,81828
33.046,94.583,118440
33.046,94.586,118441
33.046,94.589,143565
33.046,94.592,166062
33.046,94.595,46838
33.046,94.598,82729
33.046,94.601,9195
33.046,94.604,61227
33.046,94.607,91765
33.046,94.61,33089
33.046,94.613,158438
33.046,94.616,89882
33.046,94.619,198598
33.046,94.622,80038
33.046,94.625,67825
33.046,94.628,91015
33.046,94.631,91004
33.046,94.634,91005
33.046,94.637,91006
33.046,94.64,91007
33.046,94.643,91009
33.046,94.646,91011
33.046,94.649,60554
33.046,94.652,67945
33.046,94.655,97262
33.046,94.658,36201
33.046,94.661,840
33.046,94.664,62432
33.046,94.667,73413
33.046,94.67,71499
33.046,94.673,84113
33.046,94.676,37587
33.046,94.679,61679
33.046,94.682,75574
33.046,94.685,35545
33.046,94.688,13434
33.046,94.691,91775
33.046,94.694,89154
33.046,94.697,65039
33.046,94.7,199944
33.046,94.703,164439
33.046,94.706,164440
33.046,94.709,140226
33.046,94.712,136628
33.046,94.715,8828
33.046,94.718,13935
33.046,94.721,136378
33.046,94.724,140230
33.046,94.727,131349
33.046,94.73,5687
33.046,94.733,71503
33.046,94.736,61110
33.046,94.739,118518
33.046,94.742,5851
33.046,94.745,192828
33.046,94.748,111124
33.046,94.751,85904
33.046,94.754,99659
33.046,94.757,99660
33.046,94.76,95536
33.046,94.763,181723
33.046,94.766,62842
33.046,94.769,70544
33.046,94.772,68248
33.046,94.775,96800
33.046,94.778,100244
33.046,94.781,58653
33.046,94.784,49834
33.046,94.787,97467
33.046,94.79,219383
33.046,94.793,190159
33.046,94.796,140657
33.046,94.799,69553
33.046,94.802,177874
33.046,94.805,63658
33.046,94.808,5739
33.046,94.811,82724
33.046,94.814,221550
33.046,94.817,48316
33.046,94.82,33827
33.046,94.823,49653
33.046,94.826,36597
33.046,94.829,127353
33.046,94.832,107277
33.046,94.835,80231
33.046,94.838,172455
33.046,94.841,46979
33.046,94.844,93624
33.046,94.847,5931
33.046,94.85,96798
33.046,94.853,114926
33.046,94.856,168579
33.046,94.859,48378
33.046,94.862,58686
33.046,94.865,92947
33.046,94.868,48295
33.046,94.871,55926
33.046,94.874,142279
33.046,94.877,125550
33.046,94.88,135
33.046,94.883,74276
33.046,94.886,8257
33.046,94.889,177607
33.046,94.892,65662
33.046,94.895,195848
33.046,94.898,35399
33.046,94.901,35205
33.046,94.904,81608
33.046,94.907,66810
33.046,94.91,64144
33.046,94.913,1939
33.046,94.916,107335
33.046,94.919,72538
33.046,94.922,81851
33.046,94.925,12076
33.046,94.928,3617
33.046,94.931,52534
33.046,94.934,166258
33.046,94.937,84974
33.046,94.94,8369
33.046,94.943,168983
33.046,94.946,107345
33.046,94.949,131963
33.046,94.952,147084
33.046,94.955,37355
33.046,94.958,5694
33.046,94.961,177730
33.046,94.964,5382
33.046,94.967,39940
33.046,94.97,476
33.046,94.973,63089
33.046,94.976,147085
33.046,94.979,71098
33.046,94.982,62886
33.046,94.985,80108
33.046,94.988,52536
33.049,94.001,63308
33.049,94.004,30088
33.049,94.007,49427
33.049,94.01,273145
33.049,94.013,60542
33.049,94.016,107466
33.049,94.019,52532
33.049,94.022,29282
33.049,94.025,63374
33.049,94.028,58849
33.049,94.031,119575
33.049,94.034,12542
33.049,94.037,52533
33.049,94.04,84610
33.049,94.043,62484
33.049,94.046,31631
33.049,94.049,29280
33.049,94.052,21948
33.049,94.055,99812
33.049,94.058,58859
33.049,94.061,165681
33.049,94.064,39686
33.049,94.067,21590
33.049,94.07,173025
33.049,94.073,43655
33.049,94.076,43614
33.049,94.079,51209
33.049,94.082,63298
33.049,94.085,175749
33.049,94.088,127486
33.049,94.091,36489
33.049,94.094,29284
33.049,94.097,4969
33.049,94.1,35145
33.049,94.103,52008
33.049,94.106,63140
33.049,94.109,194006
33.049,94.112,80622
33.049,94.115,35349
33.049,94.118,37916
33.049,94.121,125739
33.049,94.124,81490
33.049,94.127,91559
33.049,94.13,65133
33.049,94.133,273186
33.049,94.136,1898
33.049,94.139,199947
33.049,94.142,96752
33.049,94.145,71767
33.049,94.148,5498
33.049,94.151,80686
33.049,94.154,80902
33.049,94.157,63176
33.049,94.16,49317
33.049,94.163,61916
33.049,94.166,48088
33.049,94.169,96238
33.049,94.172,137471
33.049,94.175,36530
33.049,94.178,93615
33.049,94.181,67863
33.049,94.184,95721
33.049,94.187,46890
33.049,94.19,51728
33.049,94.193,15161
33.049,94.196,14623
33.049,94.199,6938
33.049,94.202,35131
33.049,94.205,55394
33.049,94.208,61922
33.049,94.211,194004
33.049,94.214,221522
33.049,94.217,188888
33.049,94.22,69482
33.049,94.223,82728
33.049,94.226,143478
33.049,94.229,47382
33.049,94.232,8269
33.049,94.235,37981
33.049,94.238,8073
33.049,94.241,124712
33.049,94.244,133919
33.049,94.247,96425
33.049,94.25,79290
33.049,94.253,75847
33.049,94.256,96122
33.049,94.259,1167
33.049,94.262,177653
33.049,94.265,177654
33.049,94.268,177659
33.049,94.271,168856
33.049,94.274,24134
33.049,94.277,156090
33.049,94.28,196738
33.049,94.283,64639
33.049,94.286,100687
33.049,94.289,63263
33.049,94.292,73478
33.049,94.295,58717
33.049,94.298,75663
33.049,94.301,121993
33.049,94.304,121994
33.049,94.307,49479
33.049,94.31,66286
33.049,94.313,78847
33.049,94.316,37270
33.049,94.319,125109
33.049,94.322,36858
33.049,94.325,72996
33.049,94.328,164830
33.049,94.331,22436
33.049,94.334,130403
33.049,94.337,33324
33.049,94.34,42415
33.049,94.343,166013
33.049,94.346,23590
33.049,94.349,12004
33.049,94.352,52528
33.049,94.355,12047
33.049,94.358,510
33.049,94.361,451
33.049,94.364,69644
33.049,94.367,52537
33.049,94.37,5142
33.049,94.373,39482
33.049,94.376,203596
33.049,94.379,39387
33.049,94.382,193247
33.049,94.385,193248
33.049,94.388,105575
33.049,94.391,26946
33.049,94.394,129804
33.049,94.397,133338
33.049,94.4,161176
33.049,94.403,158444
33.049,94.406,158445
33.049,94.409,147588
33.049,94.412,158433
33.049,94.415,62857
33.049,94.418,73547
33.049,94.421,57577
33.049,94.424,2497
33.049,94.427,78371
33.049,94.43,142816
33.049,94.433,55534
33.049,94.436,97082
33.049,94.439,6138
33.049,94.442,183810
33.049,94.445,4939
33.049,94.448,14790
33.049,94.451,111502
33.049,94.454,6487
33.049,94.457,129361
33.049,94.46,168841
33.049,94.463,60374
33.049,94.466,107965
33.049,94.469,82808
33.049,94.472,199580
33.049,94.475,97888
33.049,94.478,62813
33.049,94.481,36865
33.049,94.484,97407
33.049,94.487,33063
33.049,94.49,6548
33.049,94.493,2142
33.049,94.496,4657
33.049,94.499,198397
33.049,94.502,131615
33.049,94.505,198476
33.049,94.508,37218
33.049,94.511,90678
33.049,94.514,97175
33.049,94.517,2967
33.049,94.52,14236
33.049,94.523,62581
33.049,94.526,199386
33.049,94.529,86630
33.049,94.532,81444
33.049,94.535,198609
33.049,94.538,89953
33.049,94.541,195165
33.049,94.544,26926
33.049,94.547,166229
33.049,94.55,128622
33.049,94.553,185896
33.049,94.556,156640
33.049,94.559,91042
33.049,94.562,2824
33.049,94.565,102592
33.049,94.568,55688
33.049,94.571,139592
33.049,94.574,38714
33.049,94.577,38547
33.049,94.58,142271
33.049,94.583,5009
33.049,94.586,5025
33.049,94.589,92941
33.049,94.592,165
33.049,94.595,281
33.049,94.598,280
33.049,94.601,109233
33.049,94.604,109227
33.049,94.607,68071
33.049,94.61,6000
33.049,94.613,202755
33.049,94.616,54462
33.049,94.619,110958
33.049,94.622,97516
33.049,94.625,107675
33.049,94.628,11115
33.049,94.631,128403
33.049,94.634,97151
33.049,94.637,8090
33.049,94.64,73913
33.049,94.643,79104
33.049,94.646,137274
33.049,94.649,118609
33.049,94.652,84867
33.049,94.655,144645
33.049,94.658,8087
33.049,94.661,106711
33.049,94.664,8093
33.049,94.667,8081
33.049,94.67,94409
33.049,94.673,88226
33.049,94.676,61985
33.049,94.679,86524
33.049,94.682,48016
33.049,94.685,128132
33.049,94.688,94675
33.049,94.691,130572
33.049,94.694,128154
33.049,94.697,86005
33.049,94.7,110510
33.049,94.703,85212
33.049,94.706,89125
33.049,94.709,89126
33.049,94.712,195002
33.049,94.715,46853
33.049,94.718,2887
33.049,94.721,162418
33.049,94.724,71150
33.049,94.727,75572
33.049,94.73,66138
33.049,94.733,82727
33.049,94.736,95946
33.049,94.739,2720
33.049,94.742,37596
33.049,94.745,220219
33.049,94.748,107601
33.049,94.751,110255
33.049,94.754,98824
33.049,94.757,9559
33.049,94.76,92956
33.049,94.763,191090
33.049,94.766,133663
33.049,94.769,63599
33.049,94.772,105751
33.049,94.775,130805
33.049,94.778,47323
33.049,94.781,63180
33.049,94.784,68822
33.049,94.787,3909
33.049,94.79,192451
33.049,94.793,84022
33.049,94.796,51808
33.049,94.799,68852
33.049,94.802,58933
33.049,94.805,7016
33.049,94.808,87810
33.049,94.811,45717
33.049,94.814,96550
33.049,94.817,80955
33.049,94.82,33392
33.049,94.823,108421
33.049,94.826,108422
33.049,94.829,108423
33.049,94.832,108424
33.049,94.835,108425
33.049,94.838,106743
33.049,94.841,76327
33.049,94.844,62411
33.049,94.847,308
33.049,94.85,82298
33.049,94.853,96321
33.049,94.856,96320
33.049,94.859,96319
33.049,94.862,163607
33.049,94.865,121741
33.049,94.868,69276
33.049,94.871,70111
33.049,94.874,70128
33.049,94.877,70096
33.049,94.88,97646
33.049,94.883,65061
33.049,94.886,65196
33.049,94.889,109626
33.049,94.892,70119
33.049,94.895,70053
33.049,94.898,63173
33.049,94.901,2261
33.049,94.904,65447
33.049,94.907,183972
33.049,94.91,127886
33.049,94.913,82310
33.049,94.916,52541
33.049,94.919,142597
33.049,94.922,67042
33.049,94.925,9034
33.049,94.928,96397
33.049,94.931,61543
33.049,94.934,60435
33.049,94.937,96450
33.049,94.94,51918
33.049,94.943,72876
33.049,94.946,107669
33.049,94.949,8061
33.049,94.952,119712
33.049,94.955,101544
33.049,94.958,277783
33.049,94.961,94274
33.049,94.964,200467
33.049,94.967,82717
33.049,94.97,110297
33.049,94.973,79467
33.049,94.976,13287
33.049,94.979,8762
33.049,94.982,199948
33.049,94.985,110030
33.049,94.988,71921
33.052,94.001,78579
33.052,94.004,204864
33.052,94.007,57960
33.052,94.01,58629
33.052,94.013,63571
33.052,94.016,147169
33.052,94.019,78690
33.052,94.022,78739
33.052,94.025,62224
33.052,94.028,34709
33.052,94.031,32585
33.052,94.034,82635
33.052,94.037,59834
33.052,94.04,64409
33.052,94.043,75608
33.052,94.046,63925
33.052,94.049,109174
33.052,94.052,147704
33.052,94.055,128422
33.052,94.058,169688
33.052,94.061,71584
33.052,94.064,66805
33.052,94.067,13386
33.052,94.07,61044
33.052,94.073,114850
33.052,94.076,69227
33.052,94.079,71335
33.052,94.082,49544
33.052,94.085,97057
33.052,94.088,71248
33.052,94.091,201950
33.052,94.094,82056
33.052,94.097,97876
33.052,94.1,118443
33.052,94.103,71454
33.052,94.106,69343
33.052,94.109,54902
33.052,94.112,61887
33.052,94.115,77561
33.052,94.118,59742
33.052,94.121,2067
33.052,94.124,56427
33.052,94.127,33177
33.052,94.13,82422
33.052,94.133,196211
33.052,94.136,108829
33.052,94.139,70973
33.052,94.142,33282
33.052,94.145,183891
33.052,94.148,73602
33.052,94.151,94687
33.052,94.154,164829
33.052,94.157,143486
33.052,94.16,86554
33.052,94.163,138577
33.052,94.166,185860
33.052,94.169,196025
33.052,94.172,162072
33.052,94.175,46895
33.052,94.178,97418
33.052,94.181,128138
33.052,94.184,118543
33.052,94.187,141549
33.052,94.19,128255
33.052,94.193,135451
33.052,94.196,68677
33.052,94.199,65834
33.052,94.202,84461
33.052,94.205,86661
33.052,94.208,54820
33.052,94.211,52285
33.052,94.214,5812
33.052,94.217,197073
33.052,94.22,59617
33.052,94.223,54714
33.052,94.226,96451
33.052,94.229,66172
33.052,94.232,64874
33.052,94.235,52645
33.052,94.238,78604
33.052,94.241,49240
33.052,94.244,69232
33.052,94.247,96551
33.052,94.25,63713
33.052,94.253,97411
33.052,94.256,101857
33.052,94.259,51194
33.052,94.262,100243
33.052,94.265,47068
33.052,94.268,82691
33.052,94.271,82697
33.052,94.274,66027
33.052,94.277,66046
33.052,94.28,3612
33.052,94.283,45112
33.052,94.286,73493
33.052,94.289,95780
33.052,94.292,1846
33.052,94.295,76194
33.052,94.298,117951
33.052,94.301,77368
33.052,94.304,47939
33.052,94.307,6765
33.052,94.31,5625
33.052,94.313,118444
33.052,94.316,96809
33.052,94.319,96738
33.052,94.322,68233
33.052,94.325,46366
33.052,94.328,169683
33.052,94.331,3007
33.052,94.334,106188
33.052,94.337,98299
33.052,94.34,90719
33.052,94.343,122872
33.052,94.346,169067
33.052,94.349,118445
33.052,94.352,72610
33.052,94.355,65455
33.052,94.358,56975
33.052,94.361,96452
33.052,94.364,109178
33.052,94.367,5943
33.052,94.37,173538
33.052,94.373,89139
33.052,94.376,61135
33.052,94.379,191138
33.052,94.382,70881
33.052,94.385,145749
33.052,94.388,63016
33.052,94.391,147696
33.052,94.394,147728
33.052,94.397,93648
33.052,94.4,72780
33.052,94.403,165372
33.052,94.406,71209
33.052,94.409,38278
33.052,94.412,185836
33.052,94.415,35777
33.052,94.418,3696
33.052,94.421,46563
33.052,94.424,118308
33.052,94.427,57771
33.052,94.43,63805
33.052,94.433,147697
33.052,94.436,284648
33.052,94.439,45492
33.052,94.442,111047
33.052,94.445,100075
33.052,94.448,190928
33.052,94.451,200437
33.052,94.454,200440
33.052,94.457,202038
33.052,94.46,200441
33.052,94.463,57816
33.052,94.466,72634
33.052,94.469,141812
33.052,94.472,159790
33.052,94.475,204730
33.052,94.478,107377
33.052,94.481,147323
33.052,94.484,202388
33.052,94.487,178610
33.052,94.49,120204
33.052,94.493,107380
33.052,94.496,119318
33.052,94.499,101823
33.052,94.502,65916
33.052,94.505,6738
33.052,94.508,69940
33.052,94.511,83691
33.052,94.514,60365
33.052,94.517,81305
33.052,94.52,133591
33.052,94.523,133592
33.052,94.526,133581
33.052,94.529,133582
33.052,94.532,133583
33.052,94.535,133584
33.052,94.538,133589
33.052,94.541,48631
33.052,94.544,133585
33.052,94.547,133586
33.052,94.55,133587
33.052,94.553,133588
33.052,94.556,133590
33.052,94.559,156093
33.052,94.562,53036
33.052,94.565,70549
33.052,94.568,1853
33.052,94.571,146961
33.052,94.574,84470
33.052,94.577,155780
33.052,94.58,155782
33.052,94.583,126485
33.052,94.586,150674
33.052,94.589,72334
33.052,94.592,58578
33.052,94.595,155791
33.052,94.598,155797
33.052,94.601,155799
33.052,94.604,52691
33.052,94.607,130455
33.052,94.61,200097
33.052,94.613,106357
33.052,94.616,106390
33.052,94.619,106497
33.052,94.622,106397
33.052,94.625,106342
33.052,94.628,106339
33.052,94.631,106341
33.052,94.634,106330
33.052,94.637,106340
33.052,94.64,53331
33.052,94.643,196972
33.052,94.646,109564
33.052,94.649,67935
33.052,94.652,41947
33.052,94.655,41930
33.052,94.658,5224
33.052,94.661,107643
33.052,94.664,118446
33.052,94.667,75398
33.052,94.67,60337
33.052,94.673,5158
33.052,94.676,65383
33.052,94.679,201998
33.052,94.682,66175
33.052,94.685,97431
33.052,94.688,167288
33.052,94.691,118447
33.052,94.694,67056
33.052,94.697,201955
33.052,94.7,156089
33.052,94.703,76368
33.052,94.706,102456
33.052,94.709,107364
33.052,94.712,74770
33.052,94.715,8901
33.052,94.718,58868
33.052,94.721,85053
33.052,94.724,129376
33.052,94.727,65034
33.052,94.73,13261
33.052,94.733,287820
33.052,94.736,66958
33.052,94.739,82171
33.052,94.742,98079
33.052,94.745,34712
33.052,94.748,147184
33.052,94.751,148351
33.052,94.754,148360
33.052,94.757,148450
33.052,94.76,148451
33.052,94.763,148452
33.052,94.766,148454
33.052,94.769,148455
33.052,94.772,148456
33.052,94.775,148457
33.052,94.778,148458
33.052,94.781,148459
33.052,94.784,148461
33.052,94.787,148462
33.052,94.79,148463
33.052,94.793,148464
33.052,94.796,148466
33.052,94.799,148468
33.052,94.802,148469
33.052,94.805,148362
33.052,94.808,148470
33.052,94.811,148471
33.052,94.814,148472
33.052,94.817,148474
33.052,94.82,148475
33.052,94.823,148476
33.052,94.826,148477
33.052,94.829,148478
33.052,94.832,148483
33.052,94.835,148485
33.052,94.838,148487
33.052,94.841,148488
33.052,94.844,148489
33.052,94.847,148364
33.052,94.85,148365
33.052,94.853,148366
33.052,94.856,148367
33.052,94.859,148368
33.052,94.862,148369
33.052,94.865,148352
33.052,94.868,148370
33.052,94.871,148371
33.052,94.874,148372
33.052,94.877,148373
33.052,94.88,148374
33.052,94.883,148375
33.052,94.886,148376
33.052,94.889,148377
33.052,94.892,148378
33.052,94.895,148379
33.052,94.898,148380
33.052,94.901,148385
33.052,94.904,148386
33.052,94.907,148387
33.052,94.91,148388
33.052,94.913,148389
33.052,94.916,148354
33.052,94.919,148390
33.052,94.922,148391
33.052,94.925,148392
33.052,94.928,148393
33.052,94.931,148394
33.052,94.934,148395
33.052,94.937,148396
33.052,94.94,148397
33.052,94.943,148398
33.052,94.946,148399
33.052,94.949,148355
33.052,94.952,148400
33.052,94.955,148401
33.052,94.958,148402
33.052,94.961,148403
33.052,94.964,148404
33.052,94.967,148405
33.052,94.97,148409
33.052,94.973,148356
33.052,94.976,148410
33.052,94.979,148411
33.052,94.982,148412
33.052,94.985,148413
33.052,94.988,148415
33.055,94.001,148416
33.055,94.004,148422
33.055,94.007,148423
33.055,94.01,148424
33.055,94.013,148425
33.055,94.016,148426
33.055,94.019,148427
33.055,94.022,148428
33.055,94.025,148429
33.055,94.028,148358
33.055,94.031,148431
33.055,94.034,148432
33.055,94.037,148433
33.055,94.04,148434
33.055,94.043,148435
33.055,94.046,148436
33.055,94.049,148437
33.055,94.052,148439
33.055,94.055,148440
33.055,94.058,148442
33.055,94.061,148443
33.055,94.064,148444
33.055,94.067,148445
33.055,94.07,148449
33.055,94.073,148453
33.055,94.076,44311
33.055,94.079,51059
33.055,94.082,33961
33.055,94.085,34702
33.055,94.088,909
33.055,94.091,76136
33.055,94.094,65256
33.055,94.097,37073
33.055,94.1,143155
33.055,94.103,157548
33.055,94.106,130811
33.055,94.109,43622
33.055,94.112,192636
33.055,94.115,62098
33.055,94.118,6420
33.055,94.121,8030
33.055,94.124,8798
33.055,94.127,126483
33.055,94.13,187327
33.055,94.133,66671
33.055,94.136,177727
33.055,94.139,105601
33.055,94.142,78934
33.055,94.145,67883
33.055,94.148,136056
33.055,94.151,136057
33.055,94.154,136058
33.055,94.157,136059
33.055,94.16,147553
33.055,94.163,53480
33.055,94.166,43916
33.055,94.169,134494
33.055,94.172,69477
33.055,94.175,55283
33.055,94.178,5940
33.055,94.181,55174
33.055,94.184,125437
33.055,94.187,136203
33.055,94.19,167526
33.055,94.193,6464
33.055,94.196,177660
33.055,94.199,98714
33.055,94.202,43868
33.055,94.205,45083
33.055,94.208,80014
33.055,94.211,82832
33.055,94.214,65205
33.055,94.217,81271
33.055,94.22,61007
33.055,94.223,83953
33.055,94.226,97028
33.055,94.229,72211
33.055,94.232,72152
33.055,94.235,130449
33.055,94.238,73999
33.055,94.241,81393
33.055,94.244,173302
33.055,94.247,97870
33.055,94.25,167007
33.055,94.253,83717
33.055,94.256,184947
33.055,94.259,48784
33.055,94.262,164451
33.055,94.265,39372
33.055,94.268,102429
33.055,94.271,73117
33.055,94.274,73106
33.055,94.277,95524
33.055,94.28,178953
33.055,94.283,113243
33.055,94.286,168820
33.055,94.289,147318
33.055,94.292,159759
33.055,94.295,359
33.055,94.298,44030
33.055,94.301,26604
33.055,94.304,14019
33.055,94.307,4554
33.055,94.31,83710
33.055,94.313,7919
33.055,94.316,50792
33.055,94.319,100080
33.055,94.322,196388
33.055,94.325,95817
33.055,94.328,72061
33.055,94.331,60842
